,state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_charge,tenor_years,total_minutes,avg_price_per_min,total_calls
154,OK,96,415,362-4596,0,0,0,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,11.5,4,3.11,5,0,71.92,8,687.4,0.10462612743671808,252
155,LA,151,408,401-3926,0,0,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,0,69.83,12,746.5,0.09354320160750167,359
156,OH,83,415,370-9116,0,0,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,1,87.89,6,734.4999999999999,0.11965963240299525,357
157,VA,139,510,328-6289,0,1,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,0,63.150000000000006,11,677.5,0.09321033210332104,339
158,MO,6,510,350-9994,0,0,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,0,63.82,0,629.1,0.10144651088857097,270
159,FL,115,510,351-4616,0,1,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,0,49.760000000000005,9,499.90000000000003,0.09953990798159633,371
160,SC,87,415,360-5779,0,0,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,0,45.92,7,453.1,0.10134628117413375,311
161,VA,141,415,417-4885,0,0,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12.0,6,3.24,0,0,72.08999999999999,11,724.1,0.09955807208949038,330
162,IA,141,510,406-4710,0,1,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,0,65.57,11,668.9,0.0980266108536403,325
163,MI,62,415,409-8743,0,0,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,0,42.26,5,483.09999999999997,0.08747671289588077,308
164,OK,146,415,335-4584,0,0,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,0,56.87,12,528.1999999999999,0.10766755017039001,334
165,DE,92,415,361-9845,0,1,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,0,73.05999999999999,7,697.6999999999999,0.1047154937652286,290
166,GA,185,510,366-5699,0,1,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,0,60.10000000000001,15,625.4000000000001,0.09609849696194435,388
167,DC,148,415,329-9364,0,0,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,0,69.71000000000001,12,717.4,0.0971703373292445,323
168,AZ,94,408,390-7434,0,1,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,0,53.580000000000005,7,482.09999999999997,0.11113876789047918,317
169,AL,32,510,404-9680,0,0,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,0,63.81,2,578.5999999999999,0.11028344279294852,232
170,CO,68,408,338-9398,0,0,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,0,67.25,5,571.2,0.117734593837535,291
171,NH,64,408,394-2445,0,1,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,0,55.650000000000006,5,527.1,0.10557768924302789,280
172,NM,25,415,381-2709,0,0,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,0,53.2,2,610.2,0.08718452966240577,278
173,OR,65,415,397-5060,0,0,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,0,47.09,5,492.20000000000005,0.09567249085737504,332
174,LA,179,408,415-2393,0,0,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,0,62.61999999999999,14,619.4,0.10109783661608007,326
175,NE,94,415,377-1765,0,0,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,0,68.0,7,603.6,0.1126573889993373,342
176,MN,62,415,409-2111,0,0,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,0,53.26,5,544.9000000000001,0.09774270508350154,316
177,MI,127,415,401-3170,0,0,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,0,65.75,10,638.2,0.10302413036665621,305
178,AR,116,408,405-5681,0,0,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,0,59.73,9,591.8000000000001,0.10092936802973976,291
179,KS,70,408,411-4582,0,0,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,0,73.36,5,725.5999999999999,0.10110253583241456,346
180,WV,94,510,355-5009,1,1,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,0,67.00999999999999,7,703.3,0.09527939712782596,369
181,AK,126,415,372-3750,0,0,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,1,31.05,10,345.59999999999997,0.08984375000000001,304
182,NY,67,408,405-2888,0,1,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,0,50.169999999999995,5,533.0999999999999,0.09410992309135248,320
183,NH,19,408,361-3337,0,0,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,0,66.83000000000001,1,669.0,0.09989536621823619,289
184,VA,170,510,350-1639,1,0,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,0,73.32999999999998,14,647.6999999999999,0.11321599505944109,314
185,NM,73,415,333-3221,0,0,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,0,73.02,6,734.8,0.09937397931409908,385
186,NY,106,408,422-1471,0,0,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,0,44.13,8,431.7,0.10222376650451703,320
187,AZ,93,415,399-7865,0,0,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,0,72.09,7,589.1999999999999,0.12235234215885948,303
188,WY,164,510,373-4819,0,0,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,0,52.02,13,519.9,0.10005770340450088,352
189,WA,51,408,338-6981,0,0,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,0,68.3,4,660.1,0.10346917133767611,314
190,CO,107,415,418-4365,0,0,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,0,45.54,8,435.4,0.10459347726228756,298
191,TX,130,415,359-5461,0,0,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,0,51.06,10,515.1,0.09912638322655795,284
192,KY,80,408,375-3586,0,0,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,0,64.00999999999999,6,622.0,0.10290996784565914,274
193,MT,94,415,407-8376,0,0,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,0,51.019999999999996,7,504.09999999999997,0.10121007736560206,339
194,OK,118,408,408-6496,0,1,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,0,71.30999999999999,9,584.7,0.12195997947665467,255
195,MD,117,415,385-7688,0,1,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,0,58.690000000000005,9,562.4,0.10435633001422476,270
196,TN,78,415,332-6934,0,0,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,0,55.32999999999999,6,603.1,0.09174266290830706,368
197,TX,208,510,378-3625,0,0,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,1,81.57000000000001,17,695.2,0.1173331415420023,288
198,ME,131,510,353-7292,1,1,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,1,81.97999999999999,10,761.6999999999999,0.10762767493763949,332
199,DC,63,408,399-6786,0,0,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,0,43.73,5,518.7,0.0843069211490264,262
200,MN,53,415,358-3261,0,1,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,0,58.3,4,629.2,0.09265734265734264,383
201,DE,62,408,377-9932,0,0,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,0,72.94,5,766.7,0.09513499413068996,326
202,MD,97,415,397-4030,0,0,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,0,65.25,8,648.9,0.10055478502080444,298
203,MI,105,510,367-1062,0,0,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,0,50.68,8,543.0,0.09333333333333334,246
204,WA,157,415,341-8467,0,0,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,0,59.300000000000004,13,617.6999999999999,0.09600129512708436,282
205,MO,66,415,339-9453,0,1,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,0,47.81,5,519.0,0.0921194605009634,272
206,IN,122,415,344-3388,0,0,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,0,60.370000000000005,10,521.2,0.11582885648503453,262
207,OR,38,415,375-8013,0,0,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,0,61.89,3,615.2,0.10060143042912874,284
208,MD,106,510,408-4142,0,0,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,0,64.26,8,638.1000000000001,0.1007052186177715,294
209,RI,99,510,386-3671,0,0,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,0,72.33,8,705.8,0.10247945593652594,297
210,LA,99,415,411-2284,0,0,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,0,65.82,8,596.5,0.1103436714165968,289
211,AZ,144,510,346-7795,1,0,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,0,67.6,12,657.3000000000001,0.1028449718545565,308
212,PA,82,415,333-5609,0,1,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,0,55.559999999999995,6,532.8000000000001,0.10427927927927925,308
213,AZ,86,408,405-1842,0,1,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,0,52.49999999999999,7,539.7,0.09727626459143966,384
214,FL,70,510,366-6345,1,0,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,1,65.97,5,545.6,0.12091275659824047,310
215,LA,93,415,337-9345,0,0,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,0,58.9,7,594.5999999999999,0.09905819038008747,328
216,FL,93,415,328-6770,0,0,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,0,52.279999999999994,7,521.2,0.1003069838833461,288
217,FL,120,415,380-7321,0,0,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,0,62.87,10,674.3,0.09323743141035148,260
218,MD,136,415,375-1476,0,0,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,1,75.54,11,681.3,0.11087626596213124,355
219,AL,106,415,356-1567,0,0,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,0,57.68,8,528.9,0.10905653242578937,338
220,WA,81,415,422-6685,0,0,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,0,57.02,6,560.6,0.10171245094541563,319
221,TN,127,408,336-1090,0,1,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,0,56.81999999999999,10,595.6,0.09539959704499662,291
222,MS,65,415,343-2095,0,0,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,0,57.44,5,633.6,0.09065656565656564,314
223,ME,35,408,345-3934,0,0,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,0,56.21,2,574.6999999999999,0.09780755176613887,345
224,OK,88,408,338-8050,0,0,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2,0,39.769999999999996,7,483.40000000000003,0.08227141083988414,287
225,IN,65,415,388-9568,0,0,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,0,68.19000000000001,5,700.7,0.09731696874554019,332
226,MO,123,415,402-6591,0,0,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,0,68.02,10,680.8000000000001,0.09991186839012925,301
227,IA,126,408,403-6419,0,1,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,0,53.8,10,461.9,0.11647542758172764,303
228,VA,104,415,386-9790,0,1,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,0,76.12,8,650.9,0.11694576739898603,333
229,KY,45,415,378-5692,0,1,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,0,70.6,3,684.9999999999999,0.10306569343065694,287
230,MD,93,408,360-3324,1,0,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,1,76.66999999999999,7,669.5,0.11451829723674382,285
231,OH,63,415,410-3719,1,1,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,11.0,6,2.97,1,0,70.45,5,698.9,0.10080125912147661,319
232,OK,100,415,352-4221,0,0,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3,0,64.77000000000001,8,614.5,0.10540276647681043,346
233,NV,53,415,327-6179,0,0,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,0,57.309999999999995,4,554.3000000000001,0.10339166516326896,299
234,ID,92,415,359-6196,1,0,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1,0,62.78,7,655.5999999999999,0.09575960951799879,367
235,MN,139,510,374-9107,0,0,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,1,52.27,11,549.5000000000001,0.09512283894449498,331
236,SD,110,408,357-4078,0,1,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,0,57.54,9,565.3,0.1017866619494074,338
237,IL,110,408,366-5780,0,0,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,0,41.04,9,477.3,0.08598365807668133,323
238,WY,215,510,393-9619,0,0,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,0,37.58,17,441.8,0.08506111362607514,358
239,AL,73,415,355-9295,0,0,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,0,55.83,6,509.99999999999994,0.10947058823529413,295
240,NJ,138,510,400-5751,0,0,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,0,57.209999999999994,11,516.7,0.11072188891039286,298
241,NV,137,415,338-1027,1,0,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,1,47.73,11,504.59999999999997,0.094589774078478,280
242,IN,36,415,405-8867,0,0,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,0,73.25999999999999,3,720.0,0.10175,333
243,WV,85,408,336-5616,0,0,0,225.0,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,0,63.95,7,603.3000000000001,0.10600033151002818,256
244,VA,108,408,335-1697,0,0,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,1,75.02000000000001,9,830.6,0.09032025042138214,237
245,SC,22,408,331-5138,0,0,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,0,44.57,1,488.6,0.09121981170691772,301
246,RI,107,415,385-8240,0,1,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,0,33.67,8,435.1,0.07738450930820501,291
247,IN,51,510,348-1359,0,0,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,0,64.74000000000001,4,658.1,0.0983741072785291,223
248,AZ,94,408,354-7339,0,0,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,0,61.66,7,639.3000000000001,0.09644924135773501,282
249,NM,119,510,349-1687,0,1,23,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2,0,63.28,9,672.1999999999999,0.09413864921154419,367
250,OR,33,415,380-2558,0,1,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,1,53.09,2,568.4,0.09340253342716398,269
251,NJ,106,415,365-2153,0,0,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,14.4,7,3.89,4,0,62.480000000000004,8,586.1,0.10660296877665927,350
252,MS,82,408,345-6043,0,0,0,207.0,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,0,65.21,6,621.4,0.10494045703250723,289
253,MI,86,510,349-2808,0,1,41,119.0,101,20.23,230.0,134,19.55,236.9,58,10.66,9.5,3,2.57,0,0,53.01,7,595.4,0.08903258313738663,296
254,TX,97,415,411-1715,1,0,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,0,58.599999999999994,8,605.9,0.09671562964185508,283
255,FL,106,408,385-2488,0,1,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,0,58.199999999999996,8,569.6,0.10217696629213482,313
256,DC,108,510,377-7177,0,0,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,0,51.28,9,552.3,0.09284808980626472,334
257,TX,114,415,342-1099,0,0,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,0,48.260000000000005,9,542.5,0.08895852534562212,307
258,KS,92,408,386-4170,1,0,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,1,38.78,7,475.29999999999995,0.08159057437407954,319
259,UT,59,510,413-1269,0,0,0,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,0,56.349999999999994,4,568.6,0.09910306014773125,286
260,MN,24,510,396-4460,0,1,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,0,58.03,2,612.1000000000001,0.09480477046234273,279
261,IL,151,408,334-2730,0,0,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,0,49.269999999999996,12,516.9,0.09531824337396014,262
262,NM,117,415,340-3182,0,0,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,0,53.76,9,551.3,0.09751496462905859,310
263,SC,78,510,377-8608,0,0,0,168.3,110,28.61,221.2,73,18.8,241.0,136,10.85,12.5,1,3.38,1,0,61.64,6,643.0,0.09586314152410576,320
264,NC,155,408,417-3676,0,0,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,0,69.97999999999999,12,611.8,0.1143837855508336,259
265,WV,114,510,417-6774,0,1,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,0,73.35,9,769.1999999999999,0.09535881435257411,259
266,RI,114,510,411-9554,0,1,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,0,67.52999999999999,9,659.6,0.10238023044269252,320
267,NH,119,408,420-3192,0,0,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,0,53.53,9,586.2,0.09131695667007847,271
268,MO,64,510,389-1475,0,1,48,94.4,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,0,35.480000000000004,5,382.5,0.09275816993464053,298
269,MA,118,408,343-7734,1,0,0,160.0,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,0,53.1,9,530.1,0.100169779286927,321
270,PA,101,415,410-3390,0,0,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,0,69.42999999999999,8,696.0,0.09975574712643677,325
271,OK,117,415,344-6495,0,0,0,134.7,121,22.9,180.0,83,15.3,200.9,104,9.04,7.7,3,2.08,1,0,49.32,9,523.3000000000001,0.09424804127651441,311
272,AL,49,415,331-6229,0,1,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8.0,13,2.16,3,0,67.88,4,663.8,0.1022597167821633,298
273,WY,139,415,337-7501,0,0,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13.0,3,3.51,3,0,65.35000000000001,11,643.4000000000001,0.10156978551445446,304
274,PA,92,408,339-9631,0,1,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10.0,3,2.7,1,0,55.71,7,595.0999999999999,0.09361451856830787,286
275,WA,83,415,369-4384,0,0,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,0,65.5,6,585.5,0.11187019641332195,311
276,HI,148,510,416-3915,1,0,0,218.9,88,37.21,208.0,85,17.68,203.3,99,9.15,11.1,4,3.0,0,0,67.04,12,641.3000000000001,0.10453765788242632,276
277,SD,144,408,339-3049,0,1,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,1,54.160000000000004,12,533.9000000000001,0.1014422176437535,271
278,AL,131,415,361-7998,0,1,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,0,66.33999999999999,10,683.6999999999999,0.09703086148895713,255
279,VT,146,510,355-4842,1,0,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,0,66.23,12,656.7,0.10085274859144205,345
280,MT,143,415,387-6440,0,0,0,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2,0,56.059999999999995,11,547.5,0.10239269406392693,328
281,MN,81,415,369-2625,0,0,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,0,63.17,6,613.0,0.10305057096247962,278
282,AK,48,415,389-7073,0,1,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,0,59.35,4,527.9000000000001,0.11242659594620191,280
283,MI,86,415,370-8463,0,1,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9.0,2,2.43,1,0,75.42000000000002,7,759.3,0.0993283287238246,281
284,DE,71,415,362-7318,0,0,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,0,63.540000000000006,5,667.5,0.09519101123595507,278
285,SD,145,408,412-1194,0,1,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,0,55.559999999999995,12,590.9,0.09402606193941444,303
286,MI,137,510,355-9508,0,0,0,206.4,122,35.09,128.0,102,10.88,194.5,84,8.75,8.8,5,2.38,2,0,57.10000000000001,11,537.6999999999999,0.1061930444485773,313
287,KS,137,408,352-8202,0,0,0,205.9,88,35.0,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,0,69.76,11,719.6,0.09694274596998333,262
288,AL,167,510,335-5882,0,0,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,0,61.83,13,609.3000000000001,0.10147710487444607,254
289,OK,89,510,352-6976,0,0,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,1,89.31,7,882.1999999999999,0.10123554749489913,301
290,CT,199,415,393-6733,0,1,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8.0,2,2.16,0,0,73.48,16,757.3,0.0970289185263436,316
291,NE,132,510,335-1838,0,0,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,0,36.14,11,363.4,0.09944964226747387,317
292,WI,94,510,355-6930,0,0,0,177.1,112,30.11,194.0,112,16.49,146.7,108,6.6,5.9,4,1.59,1,0,54.79,7,523.6999999999999,0.10462096620202407,336
293,CT,96,415,387-5860,0,1,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,1,52.07,8,519.1999999999999,0.100288906009245,300
294,WI,96,510,343-2605,0,1,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,0,55.03,8,575.4,0.09563781717066389,272
295,IN,166,510,350-6759,0,0,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,0,62.33,13,610.4000000000001,0.10211336828309303,381
296,DC,74,415,371-1514,0,0,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,0,44.76,6,485.9,0.09211771969541058,240
297,AR,36,415,346-9317,0,0,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,0,56.49,3,594.1999999999999,0.09506900033658702,275
298,ME,113,415,398-4313,0,0,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,0,66.33000000000001,9,647.9,0.10237691001697795,346
299,MN,94,415,412-4399,0,0,0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,0,62.58,7,675.6999999999999,0.09261506585762913,305
300,MD,67,415,330-1835,0,0,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,0,50.57,5,489.4,0.10333060890886801,276
301,FL,127,415,416-1676,0,0,0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,1,78.74000000000001,10,744.5000000000001,0.1057622565480188,395
302,RI,121,408,329-7347,0,0,0,170.4,108,28.97,350.5,68,29.79,297.0,87,13.37,11.2,3,3.02,0,1,75.14999999999999,10,829.1,0.09064045350379929,266
303,IA,158,415,360-6868,0,0,0,158.0,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,0,65.03,13,700.7,0.09280719280719281,313
304,AZ,136,510,405-6641,0,0,0,92.0,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,0,49.61000000000001,11,570.0,0.08703508771929826,294
305,MO,196,415,393-2373,0,0,0,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,0,71.24,16,665.7,0.10701517199939911,298
306,VT,113,415,419-1714,0,0,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,1,81.0,9,762.9000000000001,0.1061738104600865,344
307,IN,122,408,336-3819,0,0,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,1,77.76,10,656.5,0.11844630616907846,298
308,RI,112,510,341-3464,0,0,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,0,60.559999999999995,9,579.5,0.10450388265746333,292
309,SD,209,415,413-5310,0,0,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,0,71.24000000000001,17,677.9999999999999,0.1050737463126844,298
310,MN,62,415,366-7912,0,0,0,248.7,109,42.28,220.0,118,18.7,265.7,78,11.96,13.2,2,3.56,1,1,76.5,5,747.6,0.10232744783306581,307
